LIBELLE_QUALIFICATION,DOMAINE_TRAVAUX,ORGANISME,CODE_QUALIFICATION,TITRE_DOMAINE,NOMBRE_SIRET
Tuiles plates,Isolation des combles perdus,qualibat,3123D114,Travaux d'efficacité énergétique,81
Ardoises,Fenêtres de toit,qualibat,3132D110,Travaux d'efficacité énergétique,1288
Ardoises,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3132D111,Travaux d'efficacité énergétique,1186
Ardoises,Isolation des murs par l'extérieur,qualibat,3132D112,Travaux d'efficacité énergétique,563
Ardoises,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3132D113,Travaux d'efficacité énergétique,1200
Ardoises,Isolation des combles perdus,qualibat,3132D114,Travaux d'efficacité énergétique,1095
Ardoises,Fenêtres de toit,qualibat,3133D110,Travaux d'efficacité énergétique,126
Ardoises,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3133D111,Travaux d'efficacité énergétique,127
Ardoises,Isolation des murs par l'extérieur,qualibat,3133D112,Travaux d'efficacité énergétique,35
Ardoises,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3133D113,Travaux d'efficacité énergétique,124
Ardoises,Isolation des combles perdus,qualibat,3133D114,Travaux d'efficacité énergétique,121
Fenêtres de toit en pente,Fenêtres de toit,qualibat,3143D110,Travaux d'efficacité énergétique,510
Couverture en métaux sauf plomb,Fenêtres de toit,qualibat,3152D110,Travaux d'efficacité énergétique,416
Couverture en métaux sauf plomb,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3152D111,Travaux d'efficacité énergétique,434
Couverture en métaux sauf plomb,Isolation des murs par l'extérieur,qualibat,3152D112,Travaux d'efficacité énergétique,146
Couverture en métaux sauf plomb,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3152D113,Travaux d'efficacité énergétique,447
Couverture en métaux sauf plomb,Isolation des combles perdus,qualibat,3152D114,Travaux d'efficacité énergétique,423
Couverture en métaux sauf plomb,Fenêtres de toit,qualibat,3153D110,Travaux d'efficacité énergétique,98
Couverture en métaux sauf plomb,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3153D111,Travaux d'efficacité énergétique,100
Couverture en métaux sauf plomb,Isolation des murs par l'extérieur,qualibat,3153D112,Travaux d'efficacité énergétique,33
Couverture en métaux sauf plomb,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3153D113,Travaux d'efficacité énergétique,100
Couverture en métaux sauf plomb,Isolation des combles perdus,qualibat,3153D114,Travaux d'efficacité énergétique,99
Couverture en plomb,Fenêtres de toit,qualibat,3162D110,Travaux d'efficacité énergétique,3
Couverture en plomb,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3162D111,Travaux d'efficacité énergétique,3
Couverture en plomb,Isolation des murs par l'extérieur,qualibat,3162D112,Travaux d'efficacité énergétique,2
Couverture en plomb,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3162D113,Travaux d'efficacité énergétique,3
Couverture en plomb,Isolation des combles perdus,qualibat,3162D114,Travaux d'efficacité énergétique,3
Couverture en plomb,Fenêtres de toit,qualibat,3163D110,Travaux d'efficacité énergétique,26
Couverture en plomb,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3163D111,Travaux d'efficacité énergétique,25
Couverture en plomb,Isolation des murs par l'extérieur,qualibat,3163D112,Travaux d'efficacité énergétique,3
Couverture en plomb,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3163D113,Travaux d'efficacité énergétique,25
Couverture en plomb,Isolation des combles perdus,qualibat,3163D114,Travaux d'efficacité énergétique,25
Couverture en bardeaux bitumés,Fenêtres de toit,qualibat,3171D110,Travaux d'efficacité énergétique,34
Couverture en bardeaux bitumés,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3171D111,Travaux d'efficacité énergétique,36
Couverture en bardeaux bitumés,Isolation des murs par l'extérieur,qualibat,3171D112,Travaux d'efficacité énergétique,8
Couverture en bardeaux bitumés,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3171D113,Travaux d'efficacité énergétique,36
Couverture en bardeaux bitumés,Isolation des combles perdus,qualibat,3171D114,Travaux d'efficacité énergétique,36
Couverture en matériaux régionaux,Fenêtres de toit,qualibat,3172D110,Travaux d'efficacité énergétique,48
Couverture en matériaux régionaux,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3172D111,Travaux d'efficacité énergétique,48
Couverture en matériaux régionaux,Isolation des murs par l'extérieur,qualibat,3172D112,Travaux d'efficacité énergétique,11
Couverture en matériaux régionaux,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3172D113,Travaux d'efficacité énergétique,56
Couverture en matériaux régionaux,Isolation des combles perdus,qualibat,3172D114,Travaux d'efficacité énergétique,46
Couverture en matériaux régionaux,Fenêtres de toit,qualibat,3173D110,Travaux d'efficacité énergétique,13
Couverture en matériaux régionaux,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3173D111,Travaux d'efficacité énergétique,12
Couverture en matériaux régionaux,Isolation des murs par l'extérieur,qualibat,3173D112,Travaux d'efficacité énergétique,1
Couverture en matériaux régionaux,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3173D113,Travaux d'efficacité énergétique,12
Couverture en matériaux régionaux,Isolation des combles perdus,qualibat,3173D114,Travaux d'efficacité énergétique,12
Couverture en plaques nervurées ou ondulées,Fenêtres de toit,qualibat,3181D110,Travaux d'efficacité énergétique,383
Couverture en plaques nervurées ou ondulées,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,3181D111,Travaux d'efficacité énergétique,446
Couverture en plaques nervurées ou ondulées,Isolation des murs par l'extérieur,qualibat,3181D112,Travaux d'efficacité énergétique,153
Couverture en plaques nervurées ou ondulées,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3181D113,Travaux d'efficacité énergétique,464
Couverture en plaques nervurées ou ondulées,Isolation des combles perdus,qualibat,3181D114,Travaux d'efficacité énergétique,431
Étanchéité en matériaux bitumineux en feuilles,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3211D113,Travaux d'efficacité énergétique,505
Étanchéité en matériaux bitumineux en feuilles,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3212D113,Travaux d'efficacité énergétique,152
Étanchéité en matériaux bitumineux en feuilles,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3213D113,Travaux d'efficacité énergétique,83
Étanchéité en matériaux de synthèse en feuilles,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3221D113,Travaux d'efficacité énergétique,16
Étanchéité en matériaux de synthèse en feuilles,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3222D113,Travaux d'efficacité énergétique,45
Étanchéité en matériaux de synthèse en feuilles,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3223D113,Travaux d'efficacité énergétique,11
Étanchéité en asphaltes coulés,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3233D113,Travaux d'efficacité énergétique,3
Tôle d'acier nervurée (tan) avec étanchéité en membrane en feuilles,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3271D113,Travaux d'efficacité énergétique,64
Tôle d'acier nervurée (tan) avec étanchéité en membrane en feuilles,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,3272D113,Travaux d'efficacité énergétique,11
Imperméabilité des façades,Isolation des murs par l'extérieur,qualibat,3421D112,Travaux d'efficacité énergétique,48
Imperméabilité des façades,Isolation des murs par l'extérieur,qualibat,3422D112,Travaux d'efficacité énergétique,7
Imperméabilité des façades,Isolation des murs par l'extérieur,qualibat,3423D112,Travaux d'efficacité énergétique,14
Imperméabilité des façades,Isolation des murs par l'extérieur,qualibat,3424D112,Travaux d'efficacité énergétique,7
"Fourniture et pose de menuiseries extérieures en maison individuelle, petit collectif et petit tertiaire","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3511D109,Travaux d'efficacité énergétique,11992
Fourniture et pose de menuiseries extérieures dans tout type de bâtiment,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3512D109,Travaux d'efficacité énergétique,26
Fabrication et pose de menuiseries extérieures en aluminium,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3521D109,Travaux d'efficacité énergétique,201
Fabrication et pose de menuiseries extérieures en aluminium,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3522D109,Travaux d'efficacité énergétique,46
Fabrication et pose de menuiseries extérieures en acier,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3531D109,Travaux d'efficacité énergétique,10
Fabrication et pose de menuiseries extérieures en acier,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3532D109,Travaux d'efficacité énergétique,1
Fabrication et pose de menuiseries extérieures en PVC,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3541D109,Travaux d'efficacité énergétique,61
Fabrication et pose de menuiseries extérieures en PVC,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3542D109,Travaux d'efficacité énergétique,26
Fabrication et pose de menuiseries extérieures en bois,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3551D109,Travaux d'efficacité énergétique,86
Fabrication et pose de menuiseries extérieures en bois,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3552D109,Travaux d'efficacité énergétique,11
Fourniture et pose de façades-rideaux métalliques,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3712D109,Travaux d'efficacité énergétique,3
Fourniture et pose de façades-rideaux métalliques,Fenêtres de toit,qualibat,3712D110,Travaux d'efficacité énergétique,2
Fabrication et pose de façades-rideaux métalliques,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3721D109,Travaux d'efficacité énergétique,17
Fabrication et pose de façades-rideaux métalliques,Fenêtres de toit,qualibat,3721D110,Travaux d'efficacité énergétique,16
Fabrication et pose de façades-rideaux métalliques,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,3722D109,Travaux d'efficacité énergétique,6
Fabrication et pose de façades-rideaux métalliques,Fenêtres de toit,qualibat,3722D110,Travaux d'efficacité énergétique,5
Parois en bardages simples,Isolation des murs par l'extérieur,qualibat,3811D112,Travaux d'efficacité énergétique,401
Parois en bardages complexes,Isolation des murs par l'extérieur,qualibat,3813D112,Travaux d'efficacité énergétique,34
Plâtrerie,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,4112D111,Travaux d'efficacité énergétique,205
Plâtrerie,Isolation des combles perdus,qualibat,4112D114,Travaux d'efficacité énergétique,198
Plâtrerie,Isolation des planchers bas,qualibat,4112D115,Travaux d'efficacité énergétique,194
Plâtrerie,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,4113D111,Travaux d'efficacité énergétique,4
Plâtrerie,Isolation des combles perdus,qualibat,4113D114,Travaux d'efficacité énergétique,4
Plâtrerie,Isolation des planchers bas,qualibat,4113D115,Travaux d'efficacité énergétique,4
Plaques de plâtre,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,4131D111,Travaux d'efficacité énergétique,3214
Plaques de plâtre,Isolation des combles perdus,qualibat,4131D114,Travaux d'efficacité énergétique,2892
Plaques de plâtre,Isolation des planchers bas,qualibat,4131D115,Travaux d'efficacité énergétique,2781
Plaques de plâtre,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,4132D111,Travaux d'efficacité énergétique,563
Plaques de plâtre,Isolation des combles perdus,qualibat,4132D114,Travaux d'efficacité énergétique,521
Plaques de plâtre,Isolation des planchers bas,qualibat,4132D115,Travaux d'efficacité énergétique,519
Plaques de plâtre,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,4133D111,Travaux d'efficacité énergétique,5
Plaques de plâtre,Isolation des combles perdus,qualibat,4133D114,Travaux d'efficacité énergétique,4
Plaques de plâtre,Isolation des planchers bas,qualibat,4133D115,Travaux d'efficacité énergétique,4
Fourniture et pose de menuiserie intérieure en bois,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,4312D111,Travaux d'efficacité énergétique,22
Fourniture et pose de menuiserie intérieure en bois,Isolation des planchers bas,qualibat,4312D115,Travaux d'efficacité énergétique,22
Fabrication et pose de menuiserie intérieure en bois,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,4322D111,Travaux d'efficacité énergétique,36
Fabrication et pose de menuiserie intérieure en bois,Isolation des planchers bas,qualibat,4322D115,Travaux d'efficacité énergétique,32
Fabrication et pose de menuiserie intérieure en bois,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,4323D111,Travaux d'efficacité énergétique,16
Fabrication et pose de menuiserie intérieure en bois,Isolation des planchers bas,qualibat,4323D115,Travaux d'efficacité énergétique,16
Serrurerie-métallerie,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,4411D109,Travaux d'efficacité énergétique,88
Serrurerie-métallerie,Isolation des murs par l'extérieur,qualibat,4411D112,Travaux d'efficacité énergétique,22
Serrurerie-métallerie,Isolation des planchers bas,qualibat,4411D115,Travaux d'efficacité énergétique,20
Métallerie,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,4412D109,Travaux d'efficacité énergétique,78
Métallerie,Isolation des murs par l'extérieur,qualibat,4412D112,Travaux d'efficacité énergétique,28
Métallerie,Isolation des planchers bas,qualibat,4412D115,Travaux d'efficacité énergétique,27
Métallerie,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,4413D109,Travaux d'efficacité énergétique,59
Métallerie,Isolation des murs par l'extérieur,qualibat,4413D112,Travaux d'efficacité énergétique,22
Métallerie,Isolation des planchers bas,qualibat,4413D115,Travaux d'efficacité énergétique,18
"Fourniture et pose volets, stores, portails, rideaux, grilles, portes de garage et portes sectionnelles - résidentiel et tertiaire","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,4511D109,Travaux d'efficacité énergétique,517
"Fourniture et pose volets, stores, portails, rideaux, grilles, portes de garage et portes sectionnelles - collectif - tertiaire et industriel","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,4512D109,Travaux d'efficacité énergétique,23
"Fabrication et pose de persiennes, volets roulants, battants et coulissants, jalousies, brise-soleils orientables - résidentiel et tertiaire","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,4522D109,Travaux d'efficacité énergétique,13
"Fabrication et pose de stores - collectif, résidentiel, tertiaire et industriel","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,4532D109,Travaux d'efficacité énergétique,5
Produits verriers,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,4711D109,Travaux d'efficacité énergétique,150
Produits verriers,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,4712D109,Travaux d'efficacité énergétique,13
"Installation de plomberie sanitaire en habitat individuel, collectif et tertiaire inférieur à 1000 m²",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5111D101,Travaux d'efficacité énergétique,786
"Installation de plomberie sanitaire en habitat individuel, collectif et tertiaire inférieur à 1000 m²","Radiateurs électriques, dont régulation.",qualibat,5111D107,Travaux d'efficacité énergétique,817
Installation de plomberie sanitaire pour des bâtiments sans surpresseur supérieurs à 1000 m²,Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5112D101,Travaux d'efficacité énergétique,325
Installation de plomberie sanitaire pour des bâtiments sans surpresseur supérieurs à 1000 m²,"Radiateurs électriques, dont régulation.",qualibat,5112D107,Travaux d'efficacité énergétique,327
Installation de plomberie sanitaire dans tout type de bâtiment avec surpresseur ou dans l'industrie,Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5113D101,Travaux d'efficacité énergétique,128
Installation de plomberie sanitaire dans tout type de bâtiment avec surpresseur ou dans l'industrie,"Radiateurs électriques, dont régulation.",qualibat,5113D107,Travaux d'efficacité énergétique,134
Installation de réseaux de fluides spéciaux,"Radiateurs électriques, dont régulation.",qualibat,5121D107,Travaux d'efficacité énergétique,1
Remplacement de chaudière gaz/fuel en logement individuel,Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5211D101,Travaux d'efficacité énergétique,7726
Remplacement de chaudière gaz/fuel en logement individuel,"Radiateurs électriques, dont régulation.",qualibat,5211D107,Travaux d'efficacité énergétique,6666
"Installation de chauffage avec chaudière gaz/fuel en habitat individuel, collectif et tertiaire inférieur à 1000 m2",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5212D101,Travaux d'efficacité énergétique,930
"Installation de chauffage avec chaudière gaz/fuel en habitat individuel, collectif et tertiaire inférieur à 1000 m2","Radiateurs électriques, dont régulation.",qualibat,5212D107,Travaux d'efficacité énergétique,870
"Installation de chauffage avec chaudière gaz/fuel en habitat individuel, collectif et tertiaire supérieur à 1000 m2",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5213D101,Travaux d'efficacité énergétique,602
"Installation de chauffage avec chaudière gaz/fuel en habitat individuel, collectif et tertiaire supérieur à 1000 m2","Radiateurs électriques, dont régulation.",qualibat,5213D107,Travaux d'efficacité énergétique,552
"Installation de chauffage à gaz décentralisée : aérotherme, radiants, générateur d'air chaud",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5214D101,Travaux d'efficacité énergétique,3
"Installation de chauffage à gaz décentralisée : aérotherme, radiants, générateur d'air chaud","Radiateurs électriques, dont régulation.",qualibat,5214D107,Travaux d'efficacité énergétique,3
"Entretien et maintenance d'installation de chauffage avec chaudière en habitat individuel, collectif et tertiaire inférieur à 1000 m2",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5261D101,Travaux d'efficacité énergétique,326
"Entretien et maintenance d'installation de chauffage avec chaudière en habitat individuel, collectif et tertiaire inférieur à 1000 m2","Radiateurs électriques, dont régulation.",qualibat,5261D107,Travaux d'efficacité énergétique,173
Maintenance d'installation de chauffage avec chaudière dans tout type de bâtiment supérieur à 1000 m2,Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5262D101,Travaux d'efficacité énergétique,69
Maintenance d'installation de chauffage avec chaudière dans tout type de bâtiment supérieur à 1000 m2,"Radiateurs électriques, dont régulation.",qualibat,5262D107,Travaux d'efficacité énergétique,8
"Maintenance d'installation de pompe à chaleur et groupe froid en habitat individuel, collectif et tertiaire inférieur à 1000 m2",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5263D101,Travaux d'efficacité énergétique,2
"Maintenance d'installation de pompe à chaleur et groupe froid en habitat individuel, collectif et tertiaire inférieur à 1000 m2","Radiateurs électriques, dont régulation.",qualibat,5263D107,Travaux d'efficacité énergétique,2
Exploitation d'installation de chauffage et de rafraichissement avec obligation de résultat dans tout type de bâtiment ou industrie supérieur à 1000 m2,Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5272D101,Travaux d'efficacité énergétique,1
Exploitation d'installation de chauffage et de rafraichissement avec obligation de résultat dans tout type de bâtiment ou industrie supérieur à 1000 m2,"Radiateurs électriques, dont régulation.",qualibat,5272D107,Travaux d'efficacité énergétique,1
"Exploitation d'installation de chauffage et de rafraichissement avec garantie totale en habitat individuel, collectif et tertiaire inférieur à 1000 m2",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5273D101,Travaux d'efficacité énergétique,1
Exploitation d'installation de chauffage et de rafraichissement avec garantie totale dans tout type de bâtiment supérieur à 1000 m2,Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,5274D101,Travaux d'efficacité énergétique,42
Exploitation d'installation de chauffage et de rafraichissement avec garantie totale dans tout type de bâtiment supérieur à 1000 m2,"Radiateurs électriques, dont régulation.",qualibat,5274D107,Travaux d'efficacité énergétique,4
"Installation de vmc en habitat individuel, collectif et tertiaire inférieur à 1000 m2",Ventilation mécanique,qualibat,5311D108,Travaux d'efficacité énergétique,765
"Installation de vmc en habitat individuel, collectif et tertiaire supérieur à 1000 m2",Ventilation mécanique,qualibat,5312D108,Travaux d'efficacité énergétique,719
Maintenance des réseaux aérauliques,Ventilation mécanique,qualibat,5333D108,Travaux d'efficacité énergétique,3
Installation de systèmes de gestion technique du bâtiment (gtb),"Radiateurs électriques, dont régulation.",qualibat,5511D107,Travaux d'efficacité énergétique,22
Peinture et ravalement,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,6111D111,Travaux d'efficacité énergétique,345
Peinture et ravalement,Isolation des murs par l'extérieur,qualibat,6111D112,Travaux d'efficacité énergétique,354
Peinture et ravalement,Isolation des planchers bas,qualibat,6111D115,Travaux d'efficacité énergétique,326
Peinture et ravalement,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,6112D111,Travaux d'efficacité énergétique,135
Peinture et ravalement,Isolation des murs par l'extérieur,qualibat,6112D112,Travaux d'efficacité énergétique,144
Peinture et ravalement,Isolation des planchers bas,qualibat,6112D115,Travaux d'efficacité énergétique,128
Ravalement en peinture,Isolation des murs par l'extérieur,qualibat,6121D112,Travaux d'efficacité énergétique,61
Ravalement en peinture,Isolation des planchers bas,qualibat,6121D115,Travaux d'efficacité énergétique,46
Chapes,Isolation des planchers bas,qualibat,6261D115,Travaux d'efficacité énergétique,39
Chapes fluides,Isolation des planchers bas,qualibat,6262D115,Travaux d'efficacité énergétique,9
Carrelages - revêtements,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,6311D111,Travaux d'efficacité énergétique,94
Carrelages - revêtements,Isolation des planchers bas,qualibat,6311D115,Travaux d'efficacité énergétique,99
Carrelages - revêtements - mosaïques,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,6312D111,Travaux d'efficacité énergétique,36
Carrelages - revêtements - mosaïques,Isolation des planchers bas,qualibat,6312D115,Travaux d'efficacité énergétique,44
Carrelages - revêtements - mosaïques - marbrerie,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,6313D111,Travaux d'efficacité énergétique,1
Carrelages - revêtements - mosaïques - marbrerie,Isolation des murs par l'extérieur,qualibat,6313D112,Travaux d'efficacité énergétique,1
Carrelages - revêtements - mosaïques - marbrerie,Isolation des planchers bas,qualibat,6313D115,Travaux d'efficacité énergétique,1
Fourniture et pose de plafonds suspendus modulaires,Isolation des combles perdus,qualibat,6611D114,Travaux d'efficacité énergétique,2
Fourniture et pose de plafonds suspendus modulaires,Isolation des planchers bas,qualibat,6611D115,Travaux d'efficacité énergétique,115
Fourniture et pose de plafonds suspendus modulaires,Isolation des combles perdus,qualibat,6612D114,Travaux d'efficacité énergétique,1
Fourniture et pose de plafonds suspendus modulaires,Isolation des planchers bas,qualibat,6612D115,Travaux d'efficacité énergétique,16
Isolation thermique et acoustique par soufflage,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,7121D111,Travaux d'efficacité énergétique,1686
Isolation thermique et acoustique par soufflage,Isolation des combles perdus,qualibat,7121D114,Travaux d'efficacité énergétique,1801
Isolation thermique et acoustique par soufflage,Isolation des planchers bas,qualibat,7121D115,Travaux d'efficacité énergétique,43
Isolation thermique par l'intérieur,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,7122D111,Travaux d'efficacité énergétique,5946
Isolation thermique par l'intérieur,Isolation des combles perdus,qualibat,7122D114,Travaux d'efficacité énergétique,5552
Isolation thermique par l'intérieur,Isolation des planchers bas,qualibat,7122D115,Travaux d'efficacité énergétique,5160
Isolation thermique par l'extérieur,Isolation des murs par l'extérieur,qualibat,7131D112,Travaux d'efficacité énergétique,3641
Isolation thermique par l'extérieur,Isolation des planchers bas,qualibat,7131D115,Travaux d'efficacité énergétique,2823
Isolation thermique par l'extérieur,Isolation des murs par l'extérieur,qualibat,7132D112,Travaux d'efficacité énergétique,244
Isolation thermique par l'extérieur,Isolation des planchers bas,qualibat,7132D115,Travaux d'efficacité énergétique,192
Isolation thermique par l'extérieur,Isolation des murs par l'extérieur,qualibat,7133D112,Travaux d'efficacité énergétique,18
Isolation thermique par l'extérieur,Isolation des planchers bas,qualibat,7133D115,Travaux d'efficacité énergétique,14
Isolation thermique - correction acoustique par projection - injection,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,7142D111,Travaux d'efficacité énergétique,176
Isolation thermique - correction acoustique par projection - injection,Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,7142D112,Travaux d'efficacité énergétique,146
Isolation thermique - correction acoustique par projection - injection,Isolation des combles perdus,qualibat,7142D114,Travaux d'efficacité énergétique,140
Isolation thermique - correction acoustique par projection - injection,Isolation des planchers bas,qualibat,7142D115,Travaux d'efficacité énergétique,165
Sécurité passive contre l'incendie,Isolation des murs par l'extérieur,qualibat,7143D112,Travaux d'efficacité énergétique,1
Sécurité passive contre l'incendie,Isolation des planchers bas,qualibat,7143D115,Travaux d'efficacité énergétique,1
Isolation et traitement acoustique,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,7212D111,Travaux d'efficacité énergétique,32
Isolation et traitement acoustique,Isolation des murs par l'extérieur,qualibat,7212D112,Travaux d'efficacité énergétique,27
Isolation et traitement acoustique,Isolation des combles perdus,qualibat,7212D114,Travaux d'efficacité énergétique,30
Isolation et traitement acoustique,Isolation des planchers bas,qualibat,7212D115,Travaux d'efficacité énergétique,28
"Efficacité énergétique - ""ECO Artisan®"" - Menuisier","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,8611M10D109,Travaux d'efficacité énergétique,3800
"Efficacité énergétique - ""ECO Artisan®"" - Plombier",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,8611M11D101,Travaux d'efficacité énergétique,1696
"Efficacité énergétique - ""ECO Artisan®"" - Plombier","Radiateurs électriques, dont régulation.",qualibat,8611M11D107,Travaux d'efficacité énergétique,1289
"Efficacité énergétique - ""ECO Artisan®"" - Plombier",Ventilation mécanique,qualibat,8611M11D108,Travaux d'efficacité énergétique,636
"Efficacité énergétique - ""ECO Artisan®"" - Chauffagiste",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,8611M12D101,Travaux d'efficacité énergétique,2358
"Efficacité énergétique - ""ECO Artisan®"" - Chauffagiste","Radiateurs électriques, dont régulation.",qualibat,8611M12D107,Travaux d'efficacité énergétique,1608
"Efficacité énergétique - ""ECO Artisan®"" - Chauffagiste",Ventilation mécanique,qualibat,8611M12D108,Travaux d'efficacité énergétique,756
"Efficacité énergétique - ""ECO Artisan®"" - Électricien","Radiateurs électriques, dont régulation.",qualibat,8611M13D107,Travaux d'efficacité énergétique,549
"Efficacité énergétique - ""ECO Artisan®"" - Électricien",Ventilation mécanique,qualibat,8611M13D108,Travaux d'efficacité énergétique,419
"Efficacité énergétique - ""ECO Artisan®"" - Maçon",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8611M1D111,Travaux d'efficacité énergétique,776
"Efficacité énergétique - ""ECO Artisan®"" - Maçon",Isolation des murs par l'extérieur,qualibat,8611M1D112,Travaux d'efficacité énergétique,777
"Efficacité énergétique - ""ECO Artisan®"" - Maçon",Isolation des planchers bas,qualibat,8611M1D115,Travaux d'efficacité énergétique,742
"Efficacité énergétique - ""ECO Artisan®"" - Tailleur de pierres",Isolation des murs par l'extérieur,qualibat,8611M2D112,Travaux d'efficacité énergétique,54
"Efficacité énergétique - ""ECO Artisan®"" - Charpentier","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,8611M3D109,Travaux d'efficacité énergétique,785
"Efficacité énergétique - ""ECO Artisan®"" - Charpentier",Fenêtres de toit,qualibat,8611M3D110,Travaux d'efficacité énergétique,780
"Efficacité énergétique - ""ECO Artisan®"" - Charpentier",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8611M3D111,Travaux d'efficacité énergétique,1660
